S. no.,FIR No.,Police station,Date of crash ,Time of crash (24 hr format),Responsible road user,Victim user type (as per Delhi Traffic Police),Pedestrian Injured ,Pedestrian killed,MTW Injured,MTW killed,Other vehicle type involved,Injured (other vehicle),Fatalities (other vehicle),Age (killed 1),Gender (killed 1),Road user type (killed 1),Age (killed 2),Gender (killed 2),Road user type (killed 2),Age (killed 3),Gender (killed 3),Road user type (killed 2),Responsible road user Age,Responsible road user Gender,Place of occurrence,Road name,Geocordinates (Latitude),Geocordinates (longitude),Total injured,Total killed,If offending vehicle is Unknown Reason unknown; eg: hit and run
703,5,HAUZ KHAS,05-Jan-20,21:45,UNKNOWN,Pedestrians,0,1,0,0,,0,0,,,Pedestrian,,,,,,,,,SIRI FORT HAUZ KHAS,MINOR ROADS,28.555291,77.222283,0,1,Hit and run
704,245,HAUZ KHAS,19-May-20,21:00,Motorised two wheeler,Self,0,0,1,1,,0,0,30,Male,Self,0,,,,,,30,Male,NR HAUZ KHAS BUS STAND,AUROBINDO MARG,28.546833,77.204266,1,1,
705,352,HAUZ KHAS,15-Aug-20,19:00,Car/ Jeep/ Van/ Taxi,Cyclists,0,0,0,0,Bicycle,0,1,,Male,Cyclist,,,,,,,,,SHAHPUR JAT BUS STAND,MINOR ROADS,28.555541,77.214502,0,1,
706,400,HAUZ KHAS,21-Sep-20,21:00,UNKNOWN,TWW,0,0,0,1,,0,0,45,Male,,,,,,,,,,GATE NO 1 SAFDERJUNG HOSPITAL,AUROBINDO MARG,28.563415,77.214673,0,1,Hit and run
707,596,HAUZ KHAS,16-Dec-20,0.27,UNKNOWN,TWW,0,0,0,1,,0,0,,Male,,,,,,,,,,B-62 PANCHSHEEL ENVLAVE KE SAM,OUTER RING ROAD,28.563415,77.214673,0,1,Hit and run
708,256,HAZRAT NIZAMUDDIN,06-Sep-20,02:45,Car/ Jeep/ Van/ Taxi,Self,0,0,0,0,Tempo/ Tractor,0,1,,Male,,,,,,,,,Male,SUNHARI PULIA BUS DEPOT NR LOD,RING ROAD,28.587557,77.240805,1,1,
709,289,HAZRAT NIZAMUDDIN,26-Sep-20,20:51,Car/ Jeep/ Van/ Taxi,Cyclists,0,0,0,0,Bicycle,0,1,32,Male,Cyclist,,,,,,,35,Male,NR SAMSHAN GHAT MAIN RD,LALA LAJPAT RAI PATH,28.588961,77.240395,0,1,
710,61,KISHAN GARH,18-Feb-20,23:45,Car/ Jeep/ Van/ Taxi,Pedestrians,0,1,0,0,Car/ Jeep/ Van/ Taxi,1,0,26,Male,Pedestrian,0,,,,,,,Male,"NR BER SARAI FLYOVER,NR CNG",OUTER RING ROAD,28.549005,77.187999,1,1,
711,64,KISHAN GARH,23-Feb-20,06:00,UNKNOWN,Pedestrians,0,1,0,0,,0,0,38,Female,Pedestrian,0,,,,,,,,NR JNU GATE NELSON MANDELA MAR,NELSON MANDELA MARG,28.553262,77.166665,0,1,Hit and run
712,79,KISHAN GARH,15-Mar-20,16:00,Auto-rickshaw- TSR,Self,0,0,0,0,Auto-rickshaw,2,1,0,Female,Passenger,0,,,,,,,,BER SARAI MORE,ARUNA ASFALI MARG,28.547481,77.179651,3,1,
713,294,KISHAN GARH,23-May-20,20:25,UNKNOWN,TWW,0,0,0,1,,0,0,34,Male,Driver,0,,,,,,,,"NR KARTAR MKT, MUNIRKA",OUTER RING ROAD,28.554273,77.178219,0,1,Hit and run
714,304,KISHAN GARH,28-May-20,06:30,Motorised two wheeler,Self,0,0,0,1,,0,0,0,Male,Driver,0,,,,,,,,"UNDER FOB, JIA SARAI",OUTER RING ROAD,28.548147,77.189642,0,1,
715,306,KISHAN GARH,01-Jun-20,20:00,UNKNOWN,Pedestrians,0,1,0,0,,0,0,,Male,Pedestrian,0,,,,,,,,NR MUNIRKA FLYOVER,OUTER RING ROAD,28.557546,77.173722,0,1,Hit and run
716,322,KISHAN GARH,27-Jun-20,23:00,Heavy vehicles,TWW,0,0,0,1,,0,0,26,Male,Driver,0,,,,,,,,BER SARAI FLYOVER KE SATH,OUTER RING ROAD,28.55178,77.1824,0,1,
717,327,KISHAN GARH,13-Jul-20,23:00,UNKNOWN,Pedestrians,0,1,0,0,,0,0,52,Male,Pedestrian,0,,,,,,,,NEAR MUNIRKA FLYOVER,DR. KB HEDGEWAR ROAD,28.53833,77.172277,0,1,Hit and run
718,382,KISHAN GARH,06-Sep-20,23:10,Car/ Jeep/ Van/ Taxi,TWW,0,0,2,1,,0,0,17,Male,Passenger,0,,,,,,,,NR JIA SARAI FOB OPP MAIN GATE,OUTER RING ROAD,28.547763,77.190719,2,1,
719,402,KISHAN GARH,20-Sep-20,19:45,Bus,TWW,0,0,0,1,,0,0,33,Male,Driver,0,,,,,,,,INF BER SARAI MKT OLD JNU CAMP,VADANT DESIKA ROAD,28.549115,77.180257,0,1,
720,503,KISHAN GARH,06-Dec-20,05:45,Heavy vehicles,TMP,0,0,0,0,Tempo/ Tractor,1,1,30,Male,Passenger,0,,,,,,,,OVER BER SARAI FLYOVER,OUTER RING ROAD,28.550984,77.183194,1,1,
721,51,KOTLA MUBARAK PUR,01-Mar-20,01:05,Car/ Jeep/ Van/ Taxi,Pedestrians,0,1,0,0,,0,0,23,Male,Pedestrian,0,,,,,,,Male,INF AIIMS HOSPITAL FLYOVER RIN,RING ROAD,28.566269,77.211652,0,1,
722,208,KOTLA MUBARAK PUR,31-May-20,21:00,Car/ Jeep/ Van/ Taxi,TWW,0,0,1,1,,0,0,,Male,,0,,,,,,,,BP MARG KOTLA RED LIGHT,BHISHM PITAMAH MARG,28.574799,77.229169,1,1,
723,256,KOTLA MUBARAK PUR,07-Jul-20,08:00,Car/ Jeep/ Van/ Taxi,TAX,0,0,0,0,Car/ Jeep/ Van/ Taxi,1,1,35,Male,Driver,0,,,,,,,,BARAPULLLA FLYOVER,MINOR ROADS,28.575932,77.218626,1,1,
724,330,KOTLA MUBARAK PUR,29-Aug-20,23:45,UNKNOWN,TWW,0,0,0,1,,0,0,24,Male,Driver,0,,,,,,,,NR HANUMAN MANDIR INF CONSUMER,MINOR ROADS,28.573426,77.212242,0,1,Hit and run
725,385,KOTLA MUBARAK PUR,26-Oct-20,10:00,Tempo/ Tractor,TWW,0,0,1,1,,0,0,19,Female,Passenger,0,,,,,,22,Male,AT AIIMS FLYOVER RING ROAD,RING ROAD,28.570233,77.209811,1,1,
726,461,KOTLA MUBARAK PUR,27-Dec-20,22:30,Car/ Jeep/ Van/ Taxi,Pedestrians,1,1,0,0,,0,0,50,Male,Pedestrian,0,,,,,,54,Male,NR KALYAN JEWELLERS KOTLA MUBA,BHISHM PITAMAH MARG,28.570597,77.226801,1,1,
727,71,LAJPAT NAGAR,25-Feb-20,13:07,Car/ Jeep/ Van/ Taxi,TSR,0,0,0,0,Auto-rickshaw,3,3,25,Male,Passenger,29,Male,Passenger,,Male,Pedestrian,22,Male,DC FLYOVER LAJPAT NAGAR,LALA LAJPAT RAI PATH,28.576844,77.217175,3,3,
728,177,LAJPAT NAGAR,23-Apr-20,Unknown,Motorised two wheeler,TWW,0,0,1,1,,0,0,25,Male,Self,0,,,,,,,,DC FLYOVER LAJPAT NAGAR,JOSEP BROZ TITO MARG,28.579717,77.217175,1,1,
729,207,LAJPAT NAGAR,24-May-20,20:40,Car/ Jeep/ Van/ Taxi,Pedestrians,0,1,0,0,,0,0,28,Male,Pedestrian,0,,,,,,,,LAJPAT NAGAR METRO STN,LALA LAJPAT RAI PATH,28.571557,77.236779,0,1,
730,37,LODHI COLONY,05-Feb-20,08:30,Car/ Jeep/ Van/ Taxi,Pedestrians,0,1,0,0,,0,0,40,Male,Pedestrian,0,,,,,,,,SERVICE LINEOF BARAPULLA FLYOV,LODI ROAD,28.579942,77.22711,0,1,
731,181,LODHI COLONY,25-May-20,04:00,UNKNOWN,Pedestrians,0,1,0,0,,0,0,,Male,Pedestrian,,,,,,,,,INF JLN STADIUM BARAPULA FLYOV,MINOR ROADS,28.580048,77.228877,0,1,Hit and run
732,312,LODHI COLONY,07-Dec-20,07:30,Car/ Jeep/ Van/ Taxi,TWW,0,0,0,1,,0,0,60,Male,Self,0,,,,,,,Male,INF DUAB TAXI STAND LODI COLON,LODI ROAD,28.584956,77.226397,0,1,
733,197,MAIDAN GARHI,09-Jul-20,01:40,UNKNOWN,TWW,0,0,0,1,,0,0,,Male,Self,0,,,,,,,,NR PANI KI TANKI BANS VILLAGE,MINOR ROADS,28.415454,77.194395,0,1,Hit and run
734,79,MEHRAULI,05-Feb-20,17:30,UNKNOWN,Pedestrians,0,1,0,0,,0,0,,Male,Pedestrian,,,,,,,,,RADDISON HOTEL SATBARI,MINOR ROADS,28.479609,77.182379,0,1,Hit and run
735,102,MEHRAULI,02-Mar-20,23:45,UNKNOWN,Pedestrians,0,1,0,0,,0,0,60,Male,Pedestrian,o,,,,,,,,KR HOSPITAL CHHATTARPUR,MINOR ROADS,28.507464,77.182379,0,1,Hit and run
736,598,MEHRAULI,10-Sep-20,22:44,Car/ Jeep/ Van/ Taxi,TWW,0,0,1,1,,0,0,,Male,,o,,,,,,,,INF MANISH GSTORE NR VIKAS HOS,MINOR ROADS,28.518901,77.172792,1,1,
737,777,MEHRAULI,18-Nov-20,23:15,UNKNOWN,Cyclists,0,0,0,0,Bicycle,0,1,22,Male,Cyclist,0,,,,,,,,RED LIGHT CHOWK ANDHERIA MORE,MEHRAULI GURGAON RD,28.505454,77.171095,0,1,Hit and run
738,350,NEB SARAI,28-Jul-20,00:05,UNKNOWN,Cyclists,0,0,0,0,Bicycle,0,1,0,Male,Cyclist,0,,,,,,,,NEAR IGNOU GATE,MINOR ROADS,28.502229,77.198556,0,1,Hit and run
739,398,NEB SARAI,06-Sep-20,23:45,UNKNOWN,Pedestrians,0,1,0,0,,0,0,55,Male,Pedestrian,0,,,,,,,,INF SANT MARY SCHOOL SANGAM VI,MINOR ROADS,28.499094,77.228947,0,1,Hit and run
740,427,NEB SARAI,24-Sep-20,00:10,Motorised two wheeler,Self,0,0,2,1,,0,0,,Male,,0,,,,,,,,K-112 SAINIK FARM KE SAMNE,MINOR ROADS,28.500606,77.217571,2,1,
741,2,R.K. PURAM,01-Jan-20,00:02,Bus,Self,0,0,0,0,Bus,1,1,30,Male,Passenger,0,,,,,,,,OPO HYAAT HOTEL,RING ROAD,28.570027,77.185724,1,1,
742,23,R.K. PURAM,18-Jan-20,23:15,Car/ Jeep/ Van/ Taxi,Pedestrians,0,1,0,0,,0,0,0,,Pedestrian,0,,,,,,,,NR VILL- MOHMADPUR SEC-2 RKP,CHURCH ROAD(RKP),28.562778,77.186389,0,1,
743,41,R.K. PURAM,24-Jan-20,08:14,UNKNOWN,Cyclists,0,0,0,0,Bicycle,0,1,0,Male,Cyclist,0,,,,,,,,KENDRIYA VIDALYA SEC4 RK PURAM,RAO TULA RAM MARG,28.57222,77.163346,0,1,Hit and run
744,465,R.K. PURAM,22-May-20,21:45,UNKNOWN,Pedestrians,0,1,0,0,,0,0,25,Male,Pedestrian,0,,,,,,,,NR HAYAT HOTEL RK PURAM,RING ROAD,28.570027,77.185774,0,1,Hit and run
745,518,R.K. PURAM,07-Jul-20,01:00,UNKNOWN,Pedestrians,0,1,0,0,,0,0,30,,Pedestrian,0,,,,,,,,MOTI BAGH FLYOVER,RING ROAD,28.57753,77.177078,0,1,Hit and run
746,549,R.K. PURAM,05-Aug-20,09:15,Auto-rickshaw- TSR,MIL,0,0,0,0,Auto-rickshaw,0,1,9,Male,Passenger,0,,,,,,,,R/L BIKAJI KAMA FLYOVER,RING ROAD,28.569673,77.188879,0,1,
747,588,R.K. PURAM,05-Sep-20,14:00,UNKNOWN,TWW,0,0,0,1,,0,0,,Male,Driver,0,,,,,,,,SEC 1 RED LIGHT RK PURAM,TAMIL SANGAM ROAD,28.563852,77.179409,0,1,Hit and run
748,618,R.K. PURAM,07-Oct-20,21:02,UNKNOWN,TWW,0,0,0,1,,0,0,,,,0,,,,,,,,NR CNG PUMU SEC 12,RING ROAD,28.57512,77.178149,0,1,Hit and run
749,356,SAFDARJUNG ENCLAVE,04-Sep-20,10:00,Bus,Pedestrians,0,1,0,0,,0,0,,Male,Pedestrian,0,,,,,,,,TWDS DHAULA KUAN AIIMS FLYOVER,RING ROAD,28.569337,77.207416,0,1,
750,46,SAFDARJUNG ENCLAVE,13-Feb-20,19:35,Car/ Jeep/ Van/ Taxi,Pedestrians,0,1,0,0,Car/ Jeep/ Van/ Taxi,1,0,35,Male,Pedestrian,0,,,,,,,,UNDER F/O RAJ NAGAR,RING ROAD,28.570031,77.201366,1,1,
751,318,SAFDARJUNG ENCLAVE,26-Jul-20,21:15,UNKNOWN,Pedestrians,0,1,0,0,,0,0,,Male,Pedestrian,0,,,,,,,,SJ HOSPITAL,RING ROAD,28.569642,77.203342,0,1,Hit and run
752,20,SAKET,17-Jan-20,20:45,Car/ Jeep/ Van/ Taxi,TWW,0,0,0,1,,0,0,0,Female,,0,,,,,,,,SDM OFFICE SAKET,MEHRAULI BADARPUR RD,28.518862,77.210423,0,1,
753,48,SAKET,05-Feb-20,06:00,UNKNOWN,TWW,0,0,1,1,,0,0,,Male,,0,,,,,,,,ASIAN MKT. RED LIGHT,MEHRAULI BADARPUR RD,28.516934,77.220423,1,1,Hit and run
754,50,SAKET,06-Feb-20,21:00,Bus,TWW,0,0,1,1,,0,0,50,Female,Passenger,0,,,,,,,,DDA FLATS BUS STOP,AUROBINDO MARG,28.529657,77.191916,1,1,
755,145,SAKET,13-Apr-20,15:20,UNKNOWN,Cyclists,0,0,0,0,Bicycle,0,1,53,Male,Cyclist,0,,,,,,,,PTS RED LIGHT ARVINDO MARG,AUROBINDO MARG,28.531678,77.194959,0,1,Hit and run
756,277,SAKET,01-Sep-20,03:30,Heavy vehicles,TWW,0,0,0,1,,0,0,28,Male,Driver,0,,,,,,,,NR IGNOU CUT MB ROAD,MEHRAULI BADARPUR RD,28.51994,77.205586,0,1,
757,308,SAKET,13-Oct-20,17:00,UNKNOWN,TWW,0,0,0,1,,0,0,32,Male,Driver,0,,,,,,,,TWDS MEHRAULI AT RED LIGHT MB,ANUVRAT ROAD,28.523446,77.190108,0,1,Hit and run
758,344,SAKET,13-Nov-20,00:00,UNKNOWN,Pedestrians,0,1,0,0,,0,0,0,,Pedestrian,0,,,,,,,,NR SAKET METRO STN,MEHRAULI BADARPUR RD,28.520839,77.201133,0,1,Hit and run
759,355,SAKET,18-Nov-20,20:30,UNKNOWN,Pedestrians,0,1,0,0,,0,0,38,Female,Pedestrian,0,,,,,,,,RED LIGHT LADO SARAI,MEHRAULI BADARPUR RD,28.527685,77.189219,0,1,Hit and run
760,380,SAKET,23-Dec-20,12:31,Motorised two wheeler,Cyclists,0,0,0,0,Bicycle,0,1,45,Male,Cyclist,0,,,,,,,,INF SDM OFFICE SAKET,MEHRAULI BADARPUR RD,28.518844,77.209682,0,1,
761,384,SAKET,31-Dec-20,Unknown,UNKNOWN,Pedestrians,0,1,0,0,,0,0,35,Female,Pedestrian,0,,,,,,,,SAKET METRO STN,MEHRAULI BADARPUR RD,28.520839,77.201133,0,1,Hit and run
762,32,SAROJNI NAGAR,12-Feb-20,20:30,UNKNOWN,Pedestrians,0,1,0,0,,0,0,,,Pedestrian,0,,,,,,,,DELHI HAAT INA,AUROBINDO MARG,28.574831,77.209421,0,1,Hit and run
763,325,SAROJNI NAGAR,07-Oct-20,00:00,Motorised two wheeler,Self,0,0,1,1,,0,0,29,Male,Self,0,,,,,,,,NR INA METRO STATION GATE NO 3,AUROBINDO MARG,28.572946,77.209416,1,1,
764,46,TIGRI,06-Feb-20,22:45,UNKNOWN,TWW,0,0,0,1,,0,0,,Male,Passenger,0,,,,,,,,NR BOYS SCHOOL TIGRI,MINOR ROADS,28.50173,77.237153,0,1,Hit and run
765,8,VASANT KUNJ NORTH,09-Jan-20,10:55,Car/ Jeep/ Van/ Taxi,Pedestrians,0,1,0,0,,0,0,,Male,Pedestrian,0,,,,,,,,NR GATE NO 7 B-1 BLOCK VASANT,MINOR ROADS,28.526733,77.158008,0,1,
766,53,VASANT KUNJ NORTH,24-Feb-20,00:30,Heavy vehicles,Pedestrians,0,1,0,0,,0,0,45,Female,Pedestrian,0,,,,,,,,MAHIPAL BYPASS ROAD,MAHIPAL PUR ROAD,28.549037,77.133503,0,1,
767,195,VASANT KUNJ NORTH,06-May-20,01:00,Motorised two wheeler,Self,0,0,0,1,,0,0,22,Male,Passenger,0,,,,,,,,NR DLF MALL NELSON MANDELA ROD,NELSON MANDELA MARG,28.542518,77.157585,0,1,
768,374,VASANT KUNJ NORTH,24-Sep-20,19:50,UNKNOWN,TWW,0,0,0,1,,0,0,33,Female,Driver,0,,,,,,,,TWDS DHAULA KUAN BY PASS FLYOV,MAHIPAL PUR ROAD,28.546046,77.122496,0,1,Hit and run
769,436,VASANT KUNJ NORTH,06-Dec-20,22:45,UNKNOWN,TWW,0,0,0,1,,0,0,27,Female,Driver,0,,,,,,,,NR BY PASS POLICE BOOTH TWDS M,MINOR ROADS,28.551942,77.130753,0,1,Hit and run
770,7,VASANT KUNJ SOUTH,02-Jan-20,14:00,Motorised two wheeler,Pedestrians,0,1,0,0,,0,0,,Female,Pedestrian,0,,,,,,,,NEAR CHOTI RED LIGHT,MAHIPAL PUR ROAD,28.543404,77.128634,0,1,
771,401,VASANT KUNJ SOUTH,30-May-20,19:00,UNKNOWN,Pedestrians,0,1,0,0,,0,0,50,Male,Pedestrian,0,,,,,,,,"NR CURCH LIGHT, MEHRAULI MADIP",MAHIPAL PUR ROAD,28.541136,77.125756,0,1,Hit and run
772,466,VASANT KUNJ SOUTH,21-Jul-20,21:00,UNKNOWN,TWW,0,0,0,1,,0,0,29,Male,Driver,0,,,,,,,,RAJOKARI VILLAGE NR AIRFORCE S,MINOR ROADS,28.515635,77.100407,0,1,Hit and run
773,475,VASANT KUNJ SOUTH,24-Jul-20,00:01,UNKNOWN,Pedestrians,0,1,0,0,,0,0,56,Female,Pedestrian,0,,,,,,,,INF FORTIS HOSPITAL VKS,MINOR ROADS,28.515558,77.098701,0,1,Hit and run
774,650,VASANT KUNJ SOUTH,13-Oct-20,07:30,UNKNOWN,TWW,0,0,0,1,,0,0,27,Male,Driver,0,,,,,,,,NR ANDHERIA MORE RED LIGHT,MAHIPAL PUR ROAD,28.508116,77.175207,0,1,Hit and run
775,692,VASANT KUNJ SOUTH,12-Nov-20,23:45,UNKNOWN,TWW,0,0,0,1,,0,0,26,Male,Driver,0,,,,,,,,NR KUSUM & RUBBY NURSRY VASANT,MAHIPAL PUR ROAD,28.507317,77.131755,0,1,Hit and run
776,720,VASANT KUNJ SOUTH,01-Dec-20,01:49,Motorised two wheeler,Pedestrians,0,0,0,1,,0,0,30,Male,Self,0,,,,,,,,INF E-2 FLATS BY PASS FLYOVER,MAHIPAL PUR ROAD,28.539782,77.131755,0,1,
777,739,VASANT KUNJ SOUTH,12-Dec-20,08:50,Tempo/ Tractor,Cyclists,0,0,0,0,Bicycle,0,1,40,Male,Cyclist,0,,,,,,,,NR VISHWA KARMA COLONY RAJOKAR,MINOR ROADS,28.517661,77.109461,0,1,
778,762,VASANT KUNJ SOUTH,21-Dec-20,Unknown,UNKNOWN,Pedestrians,0,1,0,0,,0,0,,,Pedestrian,,,,,,,,,NR POWER HOUSE GATE KISHANGARH,MAHIPAL PUR ROAD,28.513911,77.164749,0,1,Hit and run
779,449,VASANT VIHAR,13-Dec-20,06:40,UNKNOWN,Pedestrians,0,1,0,0,,0,0,57,Male,Pedestrian,0,,,,,,,,NR MAQLAI MANDIR OVER NEW FLYO,DR. KB HEDGEWAR ROAD,28.567661,77.164974,0,1,Hit and run
780,8,AMAR COLONY,09-Jan-20,00:30,Heavy vehicles,Car,3,1,0,0,,0,0,55,Male,Pedestrian,0,,,,,,,,UNDER MODI MILL FLYOVER OKHLA,MINOR ROADS,28.567661,77.164974,3,1,
781,64,AMAR COLONY,01-Mar-20,01:25,UNKNOWN,Pedestrians,0,1,0,0,,0,0,,Male,Pedestrian,0,,,,,,,,"NR RAMA GALLERY, CAPT GAUR MG",MINOR ROADS,28.555979,77.267405,0,1,Hit and run
782,347,AMAR COLONY,08-Sep-20,00:00,UNKNOWN,Pedestrians,0,1,0,0,,0,0,,Male,Pedestrian,0,,,,,,,,NR OKHLA SABZI MANDI,CAPTIAN GOD MARG,28.557899,77.263476,0,1,Hit and run
783,373,AMAR COLONY,23-Sep-20,18:30,Tempo/ Tractor,Cyclists,0,0,0,0,Bicycle,0,1,14,Male,Cyclist,0,,,,,,,,OKHALA SABZI MANDI GATE NO 1,MINOR ROADS,28.558263,77.264057,0,1,
784,396,AMAR COLONY,09-Oct-20,22:00,Motorised two wheeler,Self,1,1,0,0,,0,0,,Male,Pedestrian,0,,,,,,,,NEEM CHOWK GARHI EAST OF KAILA,MINOR ROADS,28.561921,77.250082,1,1,
785,79,BADAR PUR,10-Mar-20,23:59,UNKNOWN,TWW,0,0,0,1,,0,0,,Male,Driver,0,,,,,,,,UNDER BADARPUR METRO STN,MATHURA ROAD,28.493471,77.303089,0,1,Hit and run
786,321,BADAR PUR,30-Jul-20,23:32,UNKNOWN,ERC,0,0,0,0,Other,0,1,50,Male,Driver,0,,,,,,,,ALI VILLAGE RED LIGHT,MATHURA ROAD,28.515016,77.296934,0,1,Hit and run
787,413,BADAR PUR,08-Sep-20,Unknown,UNKNOWN,Cyclists,0,0,0,0,Bicycle,0,1,,Male,Cyclist,0,,,,,,,,BADARPUR FLYOVER KIA MOTORS,MATHURA ROAD,28.509431,77.299341,0,1,Hit and run
788,428,BADAR PUR,16-Sep-20,10:15,UNKNOWN,Pedestrians,0,0,0,1,,0,0,72,Male,Driver,0,,,,,,,,METRO PI NO 344 BADARPUR,MATHURA ROAD,28.507005,77.281063,0,1,Hit and run
789,552,BADAR PUR,21-Nov-20,10:15,UNKNOWN,TWW,0,0,0,1,,0,0,,Male,,0,,,,,,,,NR BIKANER SWEETS MB BADARPUR,JAITPUR ROAD,28.500109,77.312794,0,1,Hit and run
790,563,BADAR PUR,02-Dec-20,22:30,Heavy vehicles,TWW,0,0,1,1,,0,0,30,Male,Driver,0,,,,,,,,NR RAJIV GANDHI STADIUM BUS ST,MEHRAULI BADARPUR RD,28.499497,77.299439,1,1,
791,48,CHITRANJAN PARK,19-Mar-20,21:20,Auto-rickshaw- TSR,Self,0,0,0,0,Auto-rickshaw,0,1,,Male,,0,,,,,,,,SAVITRI FLYOVER OUTER RING ROA,OUTER RING ROAD,28.541691,77.246286,0,1,
792,259,CHITRANJAN PARK,25-Oct-20,09:30,UNKNOWN,Pedestrians,0,1,0,0,,0,0,61,Male,Pedestrian,0,,,,,,,,INF M-45 CR PARK,MINOR ROADS,28.535048,77.246286,0,1,Hit and run
793,37,DEFENCE COLONY,06-Mar-20,22:24,UNKNOWN,Pedestrians,0,1,0,0,,0,0,,Male,Pedestrian,0,,,,,,,,"MOOLCHAND FLYOVER,CHIRAG DELHI",JOSEP BROZ TITO MARG,28.56511,77.23373,0,1,Hit and run
794,273,DEFENCE COLONY,15-Dec-20,23:50,UNKNOWN,Cyclists,0,0,0,0,Bicycle,0,1,56,Male,Cyclist,0,,,,,,,,MOOLCHAND FLYOVER TO CHIRAG DL,NOIDA DND ROAD,28.566098,77.234011,0,1,Hit and run
795,641,DR AMBEDKAR NAGAR,13-Oct-20,17:00,Heavy vehicles,TWW,0,0,0,1,,0,0,,Male,,0,,,,,,,,BRT ROAD NR PETROL PUMP,LAL BHADUR S.MARG,28.538343,77.232147,0,1,
796,645,DR AMBEDKAR NAGAR,15-Oct-20,22:45,Motorised two wheeler,Self,0,0,0,1,,0,0,23,Male,Driver,0,,,,,,,,NR CHIRAGDELHI F/O R/L,MINOR ROADS,28.541322,77.231764,0,1,
797,3,DR AMBEDKAR NAGAR,02-Jan-20,00:20,UNKNOWN,TWW,0,0,1,1,,0,0,24,Male,Driver,0,,,,,,,,NEAR PETROL PUMP KHAN PUR,LAL BHADUR S.MARG,28.537568,77.232036,1,1,Hit and run
798,136,DR AMBEDKAR NAGAR,21-Feb-20,07:30,Heavy vehicles,TWW,0,0,1,1,,0,0,11,Male,Passenger,0,,,,,,,,"8 BLOCK DHAKSHINPURI,NR MOTHER",MINOR ROADS,28.525348,77.23639,1,1,
799,422,DR AMBEDKAR NAGAR,04-Jun-20,21:47,Car/ Jeep/ Van/ Taxi,TWW,0,0,0,1,,0,0,,,,0,,,,,,,,OPP DHINGRA PETROL PUMP,LAL BHADUR S.MARG,28.539528,77.232188,0,1,
800,431,DR AMBEDKAR NAGAR,06-Jun-20,23:39,UNKNOWN,Pedestrians,0,1,0,0,,0,0,62,Male,Pedestrian,0,,,,,,,,NR KHANPUR R/L,LAL BHADUR S.MARG,28.516001,77.2269,0,1,Hit and run
801,21,GOVIND PURI,16-Jan-20,13:59,Auto-rickshaw- TSR,Pedestrians,0,1,0,0,,0,0,48,Female,Pedestrian,0,,,,,,,,OKHLA STATE ROAD NR POLICE BTH,MINOR ROADS,28.546002,77.263694,0,1,
802,48,GOVIND PURI,07-Feb-20,11:45,Car/ Jeep/ Van/ Taxi,TWW,0,0,0,1,,0,0,47,Male,Driver,0,,,,,,,,INF BALLAB HOSP.BABA FATEH SIN,MINOR ROADS,28.538327,77.260757,0,1,
803,177,GOVIND PURI,03-Jun-20,23:30,UNKNOWN,Pedestrians,0,1,0,0,,0,0,45,Male,Pedestrian,0,,,,,,,,INF GURUDWARA BANDA BAHADUR,RAVIDASS MARG,28.53885,77.26176,0,1,Hit and run
804,267,GOVIND PURI,12-Jul-20,17:15,Car/ Jeep/ Van/ Taxi,Pedestrians,0,1,0,0,,0,0,,Male,Pedestrian,0,,,,,,,,NR BUS STAND TARA APPTT,RAVIDASS MARG,28.523746,77.25591,0,1,
805,395,GOVIND PURI,05-Sep-20,Unknown,UNKNOWN,Pedestrians,0,1,0,0,,0,0,25,Male,Pedestrian,0,,,,,,,,GOVIND PURI EXTN DELHI,MINOR ROADS,28.534259,77.258,0,1,Hit and run
806,569,GOVIND PURI,14-Nov-20,00:00,UNKNOWN,TWW,0,0,1,1,,0,0,18,Female,Passenger,0,,,,,,,,NR MAJIDIA HOSPITAL MB RD TO G,RAVIDASS MARG,28.513746,77.252193,1,1,Hit and run
807,73,GREATER KAILASH,02-Mar-20,23:20,Car/ Jeep/ Van/ Taxi,Car,0,0,0,0,Car/ Jeep/ Van/ Taxi,0,1,42,Male,,,,,,,,,,NR ARCHANA COMPLEX,MINOR ROADS,28.553659,77.231927,0,1,
808,82,GREATER KAILASH,08-Mar-20,11:00,Motorised two wheeler,Cyclists,0,0,0,1,Bicycle,0,1,,Male,Cyclist,,Male,Driver,,,,,,NR ARCHANA RED LIGHT,MINOR ROADS,28.551707,77.110049,0,2,
809,387,GREATER KAILASH,08-Nov-20,09:15,Car/ Jeep/ Van/ Taxi,TSR,0,0,0,0,Auto-rickshaw,2,1,47,Male,Driver,0,,,,,,,,BRT RD CHIRAG DELHI,LAL BHADUR S.MARG,28.541406,77.232884,2,1,
810,409,GREATER KAILASH,14-Dec-20,18:00,UNKNOWN,Pedestrians,0,1,0,0,,0,0,53,Male,Pedestrian,0,,,,,,,,N BLOCK MARKET GK-I,MINOR ROADS,28.557393,77.232883,0,1,Hit and run
811,121,HAZRAT NIZAMUDDIN,07-Jun-20,01:40,UNKNOWN,TWW,0,0,0,1,,0,0,28,Male,Passenger,0,,,,,,,,RED LIGHT NR RAJDOOT HOTEL,MATHURA ROAD,28.582642,77.2516,0,1,Hit and run
